path,role,storage,expected_bytes,hash_algorithm,expected_hash,annex_key
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-1_echo-4_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,149305309,md5,e22db076f234cca382ed04b409699532,MD5E-s149305309--e22db076f234cca382ed04b409699532.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-1_echo-4_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,905ac603d181673815c45a3e12e7588540bdfc24abc0851872a9c27c1c46cba7,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-1_echo-4_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,532749,md5,37c2967e0a4e61337f500690658fcf39,MD5E-s532749--37c2967e0a4e61337f500690658fcf39.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-1_events.tsv,sorpf_events,git_blob,7553,sha256,f6aa36428ec3520f4eb1414b58ab5560d043f8872d41fe7b5845e2127216590a,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-1_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1506,sha256,36a657a38e654c17f0d9461535c3ae197184756d494b8355247f4f6546894b2b,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-1_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,172683298,md5,e699014b359790fbe6bb84e31de94960,MD5E-s172683298--e699014b359790fbe6bb84e31de94960.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-1_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1503,sha256,9fe78c289d590581ed12272b105f1ce6f07e8f37a801cb9720281a4e23b37e1f,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-1_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,603539,md5,2e797b755a959f30105d59462dfd7dba,MD5E-s603539--2e797b755a959f30105d59462dfd7dba.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-2_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1507,sha256,13de64bd54aeeec71ffd3b5de95e1690bd5020cf0ffdd4cc24c5b4f97eb3614f,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-2_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,162615116,md5,598c92e2d29ad744f3dc02c6695dcee9,MD5E-s162615116--598c92e2d29ad744f3dc02c6695dcee9.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-2_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,85335a25642d6c96eacb840d3eaa7785297ac902171d6590fe850d9bfe75228c,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-2_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,570484,md5,726b2cf436d6c101a4aa9851c557b33a,MD5E-s570484--726b2cf436d6c101a4aa9851c557b33a.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-3_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1507,sha256,a1ad57379b7948cc7146f45dc1e20c5ada31bec5fb8da8feb9e6112cc5eb6b2f,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-3_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,155050464,md5,62f77697e5dc82a5984f7c162562f423,MD5E-s155050464--62f77697e5dc82a5984f7c162562f423.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-3_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,bfb8f64276014dacf735fdc92aad3fe782b3f5f6cd1362f0a616502b0a934005,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-3_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,549302,md5,76e8a912411d25a576b3bfa3df499541,MD5E-s549302--76e8a912411d25a576b3bfa3df499541.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-4_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1507,sha256,8a9d6f9d5541a58edcc55b65e564aa43b41f89d83c825e6c7f5ac766008fcfe0,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-4_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,149284579,md5,d0c0539d1f5d40f36c9cffaceab71e60,MD5E-s149284579--d0c0539d1f5d40f36c9cffaceab71e60.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-4_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,2e05346e896b08af6e3a88172537f8c67190f9ffcb4bb18f1819f8fec3e7e813,
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_echo-4_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,532713,md5,87ad5ac5d2088ad044d2f20a658ceed8,MD5E-s532713--87ad5ac5d2088ad044d2f20a658ceed8.nii.gz
sub-Bubbles/ses-04/func/sub-Bubbles_ses-04_task-SORPF_run-2_events.tsv,sorpf_events,git_blob,7533,sha256,0d6b34d359c85a61661b8457a710338544d9e79c0df1e24cd77a1152e85c4951,
sub-Bubbles/ses-04/sub-Bubbles_ses-04_scans.tsv,session_scans_metadata,git_blob,18770,sha256,7ed7ac56c482b2ec8b4e8969515ec2e2fb77433729bc27bc0f42e6e00e155a65,
sub-Buttercup/ses-04/fmap/sub-Buttercup_ses-04_acq-func_dir-AP_run-3_epi.json,func_fmap_sidecar,git_blob,6123,sha256,f4a319fbc45d613ceb8019ce51037fedd48bb4f2cddae2f66638bfd2c419316f,
sub-Buttercup/ses-04/fmap/sub-Buttercup_ses-04_acq-func_dir-AP_run-3_epi.nii.gz,func_fmap_signal,git_annex,443002,md5,fcc1ce4dc2d3fab02c5f172ecd5b579d,MD5E-s443002--fcc1ce4dc2d3fab02c5f172ecd5b579d.nii.gz
sub-Buttercup/ses-04/fmap/sub-Buttercup_ses-04_acq-func_dir-PA_run-3_epi.json,func_fmap_sidecar,git_blob,6124,sha256,33ab9d2ea8644c792d33970c053a37dab46a6226d61ebf154fc3d2a4453f9b29,
sub-Buttercup/ses-04/fmap/sub-Buttercup_ses-04_acq-func_dir-PA_run-3_epi.nii.gz,func_fmap_signal,git_annex,436902,md5,316cbf4e9096a96994b211d54b6bac9a,MD5E-s436902--316cbf4e9096a96994b211d54b6bac9a.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-1_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1507,sha256,f44d6cb06a53c4d4c9ea8da6d6d3d46064512daa16e4c41a77ce492353046b06,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-1_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,172525134,md5,9f72fc159c46e8b6b4ae2303d73e5136,MD5E-s172525134--9f72fc159c46e8b6b4ae2303d73e5136.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-1_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1503,sha256,9a1088851739086af7e3b0fb4cbfba1eb07638de281555754266fbc69db8de6b,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-1_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,604321,md5,795e7addb417bc28eb67511d9b506b19,MD5E-s604321--795e7addb417bc28eb67511d9b506b19.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-2_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1505,sha256,33a30a6d420f4a042be436a4705044373d0ec433402b6d478e30ab37385e4400,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-2_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,161654088,md5,056f26041def6884ec8871888a4c9431,MD5E-s161654088--056f26041def6884ec8871888a4c9431.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-2_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,d2634f6dc8f872aff56fbabcd0f885361b93611433729cfab5d260fdd2e62404,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-2_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,569162,md5,4714fbfc2c29e4d806004c52dfef9f9f,MD5E-s569162--4714fbfc2c29e4d806004c52dfef9f9f.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-3_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1508,sha256,4a1e9ab25508b91a252b0d9cb6dd9d3ceeaa3e8a81caa4885a12455c11cd7f16,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-3_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,154276400,md5,054b7a8351f9443aaac797e7bd1721a6,MD5E-s154276400--054b7a8351f9443aaac797e7bd1721a6.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-3_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,626b296011f947e043d7c52183bdfe5c5ff11217e215d12798e0d5fee59a2fea,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-3_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,548958,md5,180b10f813844c8d0ad406ad400ca1ee,MD5E-s548958--180b10f813844c8d0ad406ad400ca1ee.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-4_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1505,sha256,d242046c4a2f4576c9a041e203ed905b99b7cd74ae6879a6a32f9e5e88336d98,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-4_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,148743380,md5,51b6460dbec0ee345dbb72f3036ace7a,MD5E-s148743380--51b6460dbec0ee345dbb72f3036ace7a.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-4_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,cc5364ceb26ec08da06372068a0085b382fb2825f61ef25b7603c5757fa23acf,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_echo-4_part-mag_sbref.nii.gz,sorpf_magnitude_signal,git_annex,533415,md5,a26659bd59daaa4df34155acb0aad980,MD5E-s533415--a26659bd59daaa4df34155acb0aad980.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-1_events.tsv,sorpf_events,git_blob,7678,sha256,22f8be170e44c5c07da25e9c4dd0c14100d74f4cc703229849b6a8dc158e7c0b,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-2_echo-1_part-mag_bold.json,sorpf_magnitude_sidecar,git_blob,1507,sha256,d22f76ad517da26ad013f7bf2bc6768b3c06a936336b042a2e72f6aac7bb0dff,
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-2_echo-1_part-mag_bold.nii.gz,sorpf_magnitude_signal,git_annex,171986922,md5,10e72a900fff397f4fef3a9483b5c2c7,MD5E-s171986922--10e72a900fff397f4fef3a9483b5c2c7.nii.gz
sub-Buttercup/ses-04/func/sub-Buttercup_ses-04_task-SORPF_run-2_echo-1_part-mag_sbref.json,sorpf_magnitude_sidecar,git_blob,1504,sha256,04c3f5f5d8de71c5502d002323c8e4540dd3303838bd35dec43caafe44bf314e,
